,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,income_temp
23,8.538381339611364,70174,64,,80,,1.9459101490553132,4.859039392486668,70174.0
24,7.824929574399036,0,74,26.0,95,1.0,0.0,5.872681011118015,37536.28478460128
25,9.161278565545333,27769,121,24.0,78,0.0,1.791759469228055,4.813436903939176,27769.0
26,9.090387220721345,81350,110,1.0,28,0.0,2.1972245773362196,5.430160358375782,81350.0
27,8.383973428401593,63774,111,18.0,63,0.0,0.0,4.094955758736785,63774.0
28,7.9816944383117425,92381,72,24.0,27,0.0,0.0,5.458626531062581,92381.0
29,10.114838649773553,26307,73,26.0,1,0.0,0.6931471805599453,5.746817822701364,26307.0
30,9.046816905040755,0,116,3.0,97,0.0,1.0986122886681098,7.084323549820095,37536.28478460128
31,9.126059831836912,23823,115,5.0,39,0.0,1.791759469228055,6.341206475640467,23823.0
32,8.66152532445557,27510,159,5.0,28,3.0,0.0,6.770167650372642,27510.0
33,9.11773940483878,69588,114,19.0,45,0.0,1.791759469228055,5.153754054020876,69588.0
34,8.33400105017359,43276,104,16.0,11,0.0,0.0,6.213006817055218,43276.0
35,8.568768427764418,0,72,30.0,26,0.0,2.0794415416798357,4.911833268889587,37536.28478460128
36,8.280265474497215,28855,101,12.0,59,0.0,0.0,6.473029262152747,28855.0
37,8.551928875693239,41533,65,2.0,46,0.0,2.1972245773362196,5.450522294627519,41533.0
38,8.410105291355313,21137,61,29.0,62,1.0,1.791759469228055,5.679489782087156,21137.0
39,9.044290890938864,0,82,1.0,13,0.0,0.6931471805599453,6.172352213872808,37536.28478460128
40,7.965666583863453,81565,71,19.0,54,0.0,0.0,5.250401693150067,81565.0
41,8.729497221693636,20072,82,35.0,51,0.0,2.1972245773362196,6.159659455591815,20072.0
42,9.190053483666563,22166,126,10.0,22,0.0,1.791759469228055,6.404897824865323,22166.0
43,8.66398520535156,84551,72,10.0,82,0.0,1.6094379124341003,3.364735313280369,84551.0
44,8.525448427794325,61972,64,2.0,52,2.0,1.6094379124341003,4.934200248200373,61972.0
45,8.656249378717906,57740,74,30.0,87,3.0,2.1972245773362196,5.598070523177967,57740.0
46,8.482141352896999,0,68,29.0,91,0.0,1.791759469228055,5.788123623089952,37536.28478460128
47,8.944317927670502,60184,199,7.0,44,1.0,0.0,5.085221542333925,60184.0
48,8.186777979925917,18213,96,12.0,43,1.0,0.0,6.132964109381682,18213.0
49,9.196596578647831,99654,121,13.0,95,0.0,1.0986122886681098,5.6086954536167735,99654.0
50,8.53920994983167,76448,63,9.0,13,0.0,1.0986122886681098,5.711750644305378,76448.0
51,7.8594502300680595,22398,67,,76,,0.0,5.773308537304811,22398.0
52,7.804859670128527,51085,62,4.0,58,1.0,0.0,6.008572372665742,51085.0
53,7.6937861172669475,0,62,11.0,48,0.0,0.0,6.435389554985847,37536.28478460128
54,8.406012213908847,0,125,2.0,84,0.0,0.0,6.396929655216146,37536.28478460128
55,9.874863219402293,38688,249,22.0,6,0.0,1.0986122886681098,7.738327603729845,38688.0
56,7.806930780129004,52926,61,2.0,92,0.0,0.0,5.679489782087156,52926.0
57,8.835007744922459,0,105,5.0,87,0.0,1.0986122886681098,6.628041376179533,37536.28478460128
58,9.54822825894857,31739,71,10.0,29,0.0,0.6931471805599453,6.152482380399369,31739.0
59,8.626182336667473,91416,69,,39,,1.6094379124341003,4.699611770490895,91416.0
60,8.639658009870763,44634,71,16.0,99,1.0,2.1972245773362196,5.981503434546691,44634.0
61,8.42421531962585,25617,63,22.0,3,0.0,1.0986122886681098,5.711750644305378,25617.0
62,7.653729106144034,0,61,8.0,91,0.0,0.0,5.863224303063965,37536.28478460128
63,8.037771130381143,0,92,31.0,24,1.0,0.0,6.652724259725288,37536.28478460128
64,8.67593345383525,94527,73,16.0,32,0.0,1.0986122886681098,3.7248352759976524,94527.0
65,7.740965029332987,25905,63,21.0,12,0.0,0.0,5.711750644305378,25905.0
66,8.507193539530807,27400,63,14.0,78,1.0,2.1972245773362196,5.711750644305378,27400.0
67,8.923651855384273,60920,64,,61,,0.6931471805599453,5.443291294204397,60920.0
68,7.707102959863991,0,64,20.0,4,0.0,0.0,6.180549037790902,37536.28478460128
69,7.961130353223153,23376,78,19.0,18,0.0,0.0,5.9253247446034365,23376.0
70,8.59917393072345,27677,72,10.0,82,1.0,1.0986122886681098,5.845282036929901,27677.0
71,9.405704939352162,40432,77,21.0,66,0.0,0.6931471805599453,5.912421339767529,40432.0
72,9.006048558628708,0,79,19.0,70,0.0,0.6931471805599453,6.343528878489031,37536.28478460128
73,7.692174148791735,0,61,9.0,16,1.0,0.0,6.084954890195321,37536.28478460128
74,10.179074997204948,48268,223,28.0,26,0.0,0.6931471805599453,7.381252797482128,48268.0
75,7.768292938003126,46264,62,17.0,75,0.0,0.0,5.295180501727972,46264.0
76,7.904748436867823,0,71,7.0,87,0.0,0.0,5.83129579495516,37536.28478460128
77,11.214903668533614,0,242,1.0,34,0.0,0.6931471805599453,7.463018752178696,37536.28478460128
78,9.594723446817275,0,85,3.0,61,0.0,0.6931471805599453,6.416732282512326,37536.28478460128
79,9.13912199381391,75986,115,11.0,44,0.0,1.0986122886681098,4.489981498348731,75986.0
80,8.95546364777526,22668,67,5.0,34,1.0,0.6931471805599453,3.5180482199946312,22668.0
81,7.840190896765188,42557,65,4.0,35,0.0,0.0,4.052868256464706,42557.0
82,7.806621533334961,0,73,15.0,59,0.0,0.0,6.2645404671704,37536.28478460128
83,8.231058427132183,56178,94,1.0,39,0.0,0.0,6.1119107001838495,56178.0
84,8.552763879594888,0,70,,64,,1.9459101490553132,5.817111159963204,37536.28478460128
85,10.388218752060244,71449,102,17.0,7,0.0,0.6931471805599453,6.599053839306281,71449.0
86,9.02995970028558,45428,109,,46,,1.0986122886681098,6.188826519322958,45428.0
87,9.002918386277086,14616,107,,73,,1.0986122886681098,6.2414447523757515,14616.0
88,9.507991639707157,11432,119,,9,,0.6931471805599453,6.347739411025374,11432.0
89,8.558401998538852,89781,66,7.0,89,0.0,1.6094379124341003,3.636547120111635,89781.0
90,8.845326891875063,0,111,3.0,73,3.0,1.791759469228055,6.27814611922618,37536.28478460128
91,8.860553657476478,24030,194,14.0,0,0.0,0.0,6.878006060632596,24030.0
92,10.195053772162353,26335,113,32.0,7,1.0,0.6931471805599453,5.874420224161167,26335.0
93,9.164203634718843,55986,119,3.0,60,0.0,2.1972245773362196,5.962309393614319,55986.0
94,8.373660102217064,82302,106,11.0,92,0.0,0.0,6.582271875763801,82302.0
95,8.894874957924745,0,113,12.0,66,2.0,1.9459101490553132,6.598150945436816,37536.28478460128
96,8.09837559315754,40097,92,23.0,35,4.0,0.0,5.425925981602082,40097.0
97,7.82621183576337,60546,63,21.0,71,0.0,0.0,3.8346672696103186,60546.0
98,8.136797330816266,72460,85,9.0,76,0.0,0.0,5.913551944981261,72460.0
99,9.700193634766228,0,247,5.0,12,3.0,1.6094379124341003,7.483469362649987,37536.28478460128
100,7.950878741860412,0,80,30.0,8,0.0,0.0,5.818626707369413,37536.28478460128
101,8.455441986580894,76694,117,34.0,23,0.0,0.0,6.330789852711601,76694.0
102,7.812592036221209,95697,61,16.0,55,0.0,0.0,4.738590541198189,95697.0
103,9.22334883583166,59232,85,6.0,75,0.0,0.6931471805599453,6.0112671744041615,59232.0
104,8.137135180593454,40272,86,8.0,64,0.0,0.0,3.152188522085377,40272.0
105,10.08021669086786,0,81,27.0,93,1.0,0.6931471805599453,5.963065072586284,37536.28478460128
106,9.026926143634041,0,121,,92,,1.6094379124341003,6.769871571618751,37536.28478460128
107,8.064471124054066,65742,79,6.0,0,0.0,0.0,5.6253191748944165,65742.0
108,8.805694103177586,56830,83,,27,,2.1972245773362196,5.767694899836597,56830.0
109,9.70550385890459,22103,109,16.0,31,0.0,0.6931471805599453,5.077284130700957,22103.0
110,9.145457651021983,66325,117,10.0,10,0.0,1.6094379124341003,6.210036088695861,66325.0
111,8.359377160991167,0,122,27.0,2,0.0,0.0,6.587371890146111,37536.28478460128
112,8.665583334364502,60689,74,29.0,67,0.0,1.9459101490553132,1.7486182944314517,60689.0
113,8.536343296650509,22886,65,9.0,81,0.0,1.0986122886681098,5.7430031878094825,22886.0
114,9.652675319277048,0,253,15.0,40,5.0,1.9459101490553132,7.102005406641365,37536.28478460128
115,8.919424405588234,29633,196,26.0,57,0.0,0.0,6.2816194103160825,29633.0
116,9.20900559265448,24067,132,12.0,2,0.0,1.791759469228055,6.451417840500216,24067.0
117,8.624909099518094,51489,139,14.0,10,0.0,0.0,5.46695962862032,51489.0
118,9.93206002239527,0,69,5.0,26,0.0,0.6931471805599453,6.339783331891343,37536.28478460128
119,9.021168705864193,0,82,29.0,92,0.0,0.6931471805599453,6.380800273286263,37536.28478460128
120,8.297626414560971,54054,99,7.0,55,0.0,0.0,1.733721374464626,54054.0
121,9.471921103407974,0,65,16.0,3,0.0,0.6931471805599453,5.7430031878094825,37536.28478460128
122,9.623403370209685,28513,100,4.0,22,1.0,0.6931471805599453,6.173786103901937,28513.0
123,8.457341733881254,0,66,17.0,29,0.0,1.0986122886681098,6.153957729149294,37536.28478460128
124,7.805057785348932,79898,62,5.0,86,1.0,0.0,5.604355428508184,79898.0
125,8.273685369223616,66676,97,0.0,40,0.0,0.0,6.324537005670449,66676.0
126,8.4587723020717,25746,61,0.0,84,1.0,1.0986122886681098,5.679489782087156,25746.0
127,9.419994686441662,85789,105,18.0,54,2.0,0.6931471805599453,4.806500133186964,85789.0
128,10.487461213837424,26376,121,7.0,19,0.0,0.6931471805599453,6.364406463510586,26376.0
129,7.782538029851101,14321,65,20.0,72,0.0,0.0,6.049317205876364,14321.0
130,8.700488836132472,13528,86,21.0,35,0.0,1.0986122886681098,6.022963214167353,13528.0
131,8.742788662157716,0,84,18.0,25,1.0,1.3862943611198906,6.175920877816451,37536.28478460128
132,8.98893220463679,65636,67,15.0,72,0.0,0.6931471805599453,5.773308537304811,65636.0
133,8.513000400540232,0,71,17.0,57,0.0,1.6094379124341003,5.83129579495516,37536.28478460128
134,8.483576528742038,38713,66,31.0,69,4.0,1.791759469228055,5.758270659940271,38713.0
135,8.09809856466338,0,102,16.0,1,1.0,0.0,6.599053839306281,37536.28478460128
136,8.617123591365111,64816,69,30.0,33,0.0,1.9459101490553132,5.8027224225111045,64816.0
137,9.10844217324229,0,122,15.0,47,0.0,2.1972245773362196,6.4777747947013,37536.28478460128
138,8.438234414926985,0,130,11.0,0,0.0,0.0,6.841615476477592,37536.28478460128
139,8.622020908702217,50470,71,1.0,87,0.0,2.0794415416798357,5.933566030930439,50470.0
140,8.253755648090994,27906,102,5.0,57,0.0,0.0,6.193588731198116,27906.0
141,8.535696880162773,91814,63,30.0,99,0.0,1.0986122886681098,5.118219050521803,91814.0
142,9.728795668822135,38399,106,12.0,6,0.0,0.6931471805599453,5.910500947209997,38399.0
143,10.09733005719097,20983,97,10.0,52,1.0,0.6931471805599453,6.113132371635755,20983.0
144,8.91770287673955,70263,93,30.0,66,0.0,1.6094379124341003,1.9941485964311705,70263.0
145,8.225727471054617,0,110,3.0,16,0.0,0.0,6.674561391814426,37536.28478460128
146,7.969451944082133,80590,71,4.0,19,0.0,0.0,4.899021109392767,80590.0
147,9.39115953490813,21514,62,0.0,59,0.0,0.6931471805599453,5.550043667220086,21514.0
148,7.7609136950018005,31617,62,17.0,29,1.0,0.0,5.4982717432424195,31617.0
149,8.362396829747983,40864,109,16.0,70,1.0,0.0,5.117620970464742,40864.0
150,8.590610671921175,55350,67,0.0,13,0.0,2.1972245773362196,5.773308537304811,55350.0
151,8.67046042969533,31364,74,28.0,47,0.0,1.0986122886681098,6.133981679589105,31364.0
152,8.52675757829766,34452,126,2.0,51,0.0,0.0,6.404897824865323,34452.0
153,8.95380355827678,50296,65,26.0,62,1.0,0.6931471805599453,3.8459686693567114,50296.0
154,8.980949627145487,26189,69,6.0,42,0.0,0.6931471805599453,5.8027224225111045,26189.0
155,8.321637638721196,65085,103,20.0,55,0.0,0.0,6.173939317164185,65085.0
156,8.988121315185188,0,112,12.0,93,0.0,1.0986122886681098,6.28711478920894,37536.28478460128
157,8.49155463702396,18866,126,4.0,62,0.0,0.0,6.404897824865323,18866.0
158,7.719759063162545,0,65,13.0,84,0.0,0.0,6.148468295917647,37536.28478460128
159,8.508562776896124,62803,62,16.0,12,0.0,1.6094379124341003,5.993860237648415,62803.0
160,7.8845255202150115,83460,66,20.0,18,0.0,0.0,6.094574953166852,83460.0
161,8.682492973975522,53998,78,5.0,38,5.0,2.0794415416798357,6.02711896628008,53998.0
162,9.782661615823585,25771,222,21.0,58,0.0,1.3862943611198906,7.134081717931035,25771.0
163,8.538570804241894,26784,67,14.0,82,0.0,2.0794415416798357,6.178773645412976,26784.0
164,8.41580451842684,25261,118,31.0,9,0.0,0.0,6.33930054237951,25261.0
165,8.57750939240527,0,72,17.0,11,1.0,1.0986122886681098,5.845282036929901,37536.28478460128
166,7.927849243458051,73478,68,2.0,38,0.0,0.0,5.488478033737455,73478.0
167,8.613255639650246,0,73,18.0,45,0.0,1.6094379124341003,5.859075359062237,37536.28478460128
168,8.848066981798539,74487,88,8.0,86,0.0,1.0986122886681098,2.8160868726583486,74487.0
169,8.519266901791852,64014,63,,27,,1.9459101490553132,5.689926198320069,64014.0
170,9.046474814181384,80213,70,12.0,17,0.0,0.6931471805599453,6.087384829398294,80213.0
171,7.812592036221209,95697,61,16.0,55,0.0,0.0,4.738590541198189,95697.0
172,8.67864078061388,32848,74,,59,,1.6094379124341003,5.523275318840822,32848.0
173,9.418424281179911,0,116,7.0,57,0.0,0.6931471805599453,6.727671217128374,37536.28478460128
174,8.289584864809916,38500,99,26.0,49,1.0,0.0,6.048049283092919,38500.0
175,9.016396085583546,23940,107,13.0,34,0.0,1.9459101490553132,6.2414447523757515,23940.0
176,9.43248990541828,31283,104,,3,,0.6931471805599453,6.213006817055218,31283.0
177,8.58798320885525,0,70,5.0,29,0.0,1.3862943611198906,5.407952036480906,37536.28478460128
178,7.831034963530565,0,69,,71,,0.0,3.7399625826681953,37536.28478460128
179,8.627493780055504,57925,72,33.0,13,1.0,1.0986122886681098,5.321158309758742,57925.0
180,8.903347621577295,81145,92,34.0,92,0.0,2.0794415416798357,5.771629800033459,81145.0
181,9.224668177000511,27231,88,0.0,7,0.0,0.6931471805599453,6.045952732392052,27231.0
182,9.067877125642523,22547,112,7.0,60,0.0,1.0986122886681098,6.28711478920894,22547.0
183,7.891603987346965,56342,69,12.0,89,0.0,0.0,5.8027224225111045,56342.0
184,10.45193777865568,20090,109,10.0,59,0.0,0.6931471805599453,6.259963800142989,20090.0
185,8.996074170383647,72149,101,18.0,43,0.0,1.791759469228055,4.238591590963816,72149.0
186,7.8288122534546725,17658,65,10.0,44,0.0,0.0,5.7430031878094825,17658.0
187,8.889544637795696,10710,94,12.0,33,0.0,1.9459101490553132,6.1119107001838495,10710.0
188,9.582645067490338,60120,182,30.0,21,0.0,1.791759469228055,6.5743355261882135,60120.0
189,9.306480252029496,51643,283,16.0,43,0.0,0.0,7.2140628155570825,51643.0
190,9.99841656788833,80807,109,1.0,73,0.0,0.6931471805599453,4.883855238866077,80807.0
191,8.441032478076362,27132,63,32.0,59,1.0,1.3862943611198906,5.711750644305378,27132.0
192,8.57026341580815,85607,66,26.0,1,0.0,1.0986122886681098,4.214304944257032,85607.0
193,8.37564954509885,0,62,22.0,39,0.0,1.791759469228055,6.101215411067101,37536.28478460128
194,8.610488803522871,33881,68,11.0,83,0.0,2.1972245773362196,4.184476768520729,33881.0
195,9.562983601867229,31650,121,25.0,17,0.0,0.6931471805599453,6.364406463510586,31650.0
196,9.460354292407677,0,90,1.0,94,0.0,0.6931471805599453,6.473890696352274,37536.28478460128
197,7.891076272403681,28728,67,8.0,10,0.0,0.0,5.773308537304811,28728.0
198,8.581568454352913,68931,66,32.0,30,0.0,1.9459101490553132,5.735209905328191,68931.0
199,9.216780418290199,20440,128,11.0,54,2.0,2.1972245773362196,6.420646181833463,20440.0
200,9.101879533837037,89689,74,,4,,0.6931471805599453,4.918735895625122,89689.0
201,9.011547555062558,0,110,27.0,87,0.0,1.0986122886681098,6.269096283706261,37536.28478460128
202,8.164570864236085,73643,89,2.0,2,0.0,0.0,4.993736334274437,73643.0
203,8.364743302789964,0,61,18.0,15,0.0,2.0794415416798357,5.679489782087156,37536.28478460128
204,8.179621401908252,0,102,28.0,11,0.0,0.0,6.492891828487136,37536.28478460128
205,7.855874041886449,46900,66,13.0,59,0.0,0.0,5.758270659940271,46900.0
206,10.753750079524647,83006,235,8.0,61,1.0,0.6931471805599453,6.970776925872444,83006.0
207,7.888700782111557,79251,67,10.0,32,1.0,0.0,5.773308537304811,79251.0
208,9.477080577264406,0,190,9.0,67,0.0,1.9459101490553132,7.513808822260077,37536.28478460128
209,8.669598849635674,88359,73,1.0,49,0.0,2.1972245773362196,3.581172827377399,88359.0
210,9.162864873365162,62421,80,22.0,50,2.0,0.6931471805599453,5.950642552587727,62421.0
211,9.00051589295837,0,76,0.0,91,0.0,0.6931471805599453,5.899349258200177,37536.28478460128
212,8.155976991853246,34307,92,33.0,62,2.0,0.0,5.225881148542024,34307.0
213,10.435263854042006,0,104,26.0,66,0.0,0.6931471805599453,6.213006817055218,37536.28478460128
214,8.986626816115242,66685,67,35.0,50,2.0,0.6931471805599453,3.6574893237642434,66685.0
215,9.3597896609931,28915,76,10.0,49,0.0,0.6931471805599453,5.899349258200177,28915.0
216,8.401581299495621,0,68,5.0,72,1.0,1.0986122886681098,5.788123623089952,37536.28478460128
217,8.593292062472015,0,74,13.0,30,0.0,1.3862943611198906,5.872681011118015,37536.28478460128
218,9.041671768050657,61337,105,35.0,46,0.0,2.1972245773362196,0.932199513473575,61337.0
219,7.981757355414873,75685,73,35.0,47,0.0,0.0,5.913282662445573,75685.0
220,7.992954455377129,0,82,0.0,28,0.0,0.0,6.380800273286263,37536.28478460128
221,8.792162414092225,0,62,3.0,44,0.0,0.6931471805599453,5.6957503029589365,37536.28478460128
222,7.8986079650017365,63684,68,,87,,0.0,5.840320632013062,63684.0
223,7.953265552196711,80306,71,11.0,12,0.0,0.0,5.83129579495516,80306.0
224,8.75326694554985,0,87,3.0,82,0.0,1.0986122886681098,4.550865013076236,37536.28478460128
225,8.6720627136144,83308,73,,81,,1.9459101490553132,6.0389954377728685,83308.0
226,8.461121032846178,0,72,23.0,7,0.0,1.0986122886681098,5.845282036929901,37536.28478460128
227,8.39715011749625,34549,111,8.0,78,0.0,0.0,4.835750059196324,34549.0
228,8.624961362464306,0,79,21.0,53,1.0,1.9459101490553132,6.009894266711266,37536.28478460128
229,8.85815016981834,16224,93,13.0,55,0.0,2.1972245773362196,6.211508696233681,16224.0
230,7.80356477904014,47122,62,6.0,77,0.0,0.0,5.6957503029589365,47122.0
231,7.825822333061445,0,69,23.0,15,0.0,0.0,6.208187530619269,37536.28478460128
232,9.115485573949835,37937,116,11.0,42,0.0,1.6094379124341003,6.32220610902021,37937.0
233,8.996113566807875,0,112,3.0,84,0.0,1.9459101490553132,6.6925798973171045,37536.28478460128
234,9.617996431529743,17150,65,28.0,19,0.0,0.6931471805599453,6.536402992180654,17150.0
235,9.018731557807245,62902,69,14.0,94,0.0,0.6931471805599453,5.07131037424749,62902.0
236,9.306480252029496,51643,283,16.0,43,0.0,0.0,7.2140628155570825,51643.0
237,8.579021162329408,25134,67,3.0,0,0.0,1.791759469228055,5.773308537304811,25134.0
238,8.462421716851148,0,62,5.0,41,0.0,1.0986122886681098,6.6077822694743835,37536.28478460128
239,10.41850486269701,33190,106,18.0,95,0.0,0.6931471805599453,6.232055012025913,33190.0
240,8.423070636006797,17913,116,0.0,39,0.0,0.0,6.32220610902021,17913.0
241,8.470718552428,20993,133,35.0,90,0.0,0.0,6.458965046135599,20993.0
242,8.745945744428429,52210,80,6.0,74,0.0,2.1972245773362196,5.950642552587727,52210.0
243,8.397269675039615,58082,112,31.0,66,1.0,0.0,4.634943780694063,58082.0
244,9.755801423484927,0,69,33.0,49,1.0,0.6931471805599453,5.8027224225111045,37536.28478460128
245,7.9778359791206706,86599,73,32.0,89,0.0,0.0,5.859075359062237,86599.0
246,9.665391009137096,44362,66,15.0,75,0.0,0.6931471805599453,4.956625140456851,44362.0
247,8.360208979425728,82214,106,11.0,19,1.0,0.0,5.4770645052141225,82214.0
248,7.943274186683314,41228,71,19.0,13,0.0,0.0,5.83129579495516,41228.0
249,8.621198529795993,67798,69,1.0,78,0.0,2.1972245773362196,5.8027224225111045,67798.0
250,10.393748310556008,0,153,7.0,75,0.0,0.6931471805599453,7.004518947414445,37536.28478460128
251,8.947324503570949,0,109,0.0,5,0.0,1.0986122886681098,6.259963800142989,37536.28478460128
252,8.331265307956299,0,61,,71,,2.1972245773362196,5.341821493732517,37536.28478460128
253,7.981984136333419,51991,73,4.0,95,0.0,0.0,4.823316640585611,51991.0
254,7.987200126640539,0,81,,23,,0.0,5.963065072586284,37536.28478460128
255,8.579243837670456,88669,66,9.0,18,1.0,1.3862943611198906,5.363985591517372,88669.0
256,8.488395926881232,0,67,,79,,1.0986122886681098,6.178773645412976,37536.28478460128
257,8.934593469709139,10375,66,10.0,95,0.0,0.6931471805599453,5.758270659940271,10375.0
258,8.434905906529622,22571,63,29.0,51,0.0,2.1972245773362196,5.711750644305378,22571.0
259,8.93007456941815,0,114,,50,,1.0986122886681098,6.710279474416505,37536.28478460128
260,9.168224476456116,84539,119,10.0,71,0.0,1.3862943611198906,4.180957652961847,84539.0
261,7.930277015688458,20261,72,4.0,55,0.0,0.0,5.845282036929901,20261.0
262,8.473233051606401,25813,61,,97,,2.0794415416798357,5.32463182908214,25813.0
263,8.491536970894833,47824,129,8.0,56,3.0,0.0,6.3027047834186325,47824.0
264,8.473461737061141,0,68,4.0,67,0.0,2.1972245773362196,6.193588731198116,37536.28478460128
265,9.67996943107928,0,159,19.0,75,0.0,0.6931471805599453,7.251465039994916,37536.28478460128
266,8.593244856602773,86640,67,2.0,25,0.0,1.6094379124341003,4.1813990299499775,86640.0
267,7.764752358781536,0,63,22.0,94,0.0,0.0,5.711750644305378,37536.28478460128
268,8.543526362724677,53390,64,13.0,41,0.0,1.6094379124341003,5.631209663539552,53390.0
269,8.516505894081526,25915,64,13.0,62,0.0,1.9459101490553132,5.76198844998234,25915.0
270,8.401971638709544,0,121,16.0,64,0.0,0.0,6.55053045817454,37536.28478460128
271,8.274106827325323,62445,98,19.0,12,1.0,0.0,6.523807838412222,62445.0
272,9.912048876591586,24804,73,19.0,98,0.0,0.6931471805599453,5.859075359062237,24804.0
273,8.617619860907704,36088,72,16.0,31,0.0,2.1972245773362196,5.845282036929901,36088.0
274,8.313239619964165,53093,103,3.0,62,0.0,0.0,4.595036341597344,53093.0
275,8.500634782101411,0,71,27.0,81,0.0,1.6094379124341003,6.236760903063325,37536.28478460128
276,8.64593128971339,30242,72,30.0,23,0.0,1.0986122886681098,3.8771838281119995,30242.0
277,8.99034552802594,0,77,,26,,0.6931471805599453,3.250672315790696,37536.28478460128
278,8.334532099466745,58299,105,,22,,0.0,6.222576268071369,58299.0
279,9.86577763443705,35973,159,5.0,97,0.0,0.6931471805599453,6.637520120134077,35973.0
280,7.81845637872907,36635,63,20.0,28,0.0,0.0,5.711750644305378,36635.0
281,8.690976561412104,88122,148,15.0,10,0.0,0.0,6.733677538367173,88122.0
282,9.305351721680696,0,104,29.0,73,0.0,0.6931471805599453,6.618471925163382,37536.28478460128
283,8.477190688937304,0,69,31.0,25,0.0,1.9459101490553132,6.208187530619269,37536.28478460128
284,8.956900981146424,43137,96,8.0,41,0.0,2.0794415416798357,6.132964109381682,43137.0
285,8.374260971096314,23904,123,1.0,67,3.0,0.0,6.380800273286263,23904.0
286,8.948342024962734,50147,101,4.0,37,0.0,1.0986122886681098,6.1837364347551045,50147.0
287,7.781988293978895,22283,65,16.0,93,0.0,0.0,6.349265042875533,22283.0
288,10.658708465150797,66661,119,23.0,41,0.0,0.6931471805599453,6.347739411025374,66661.0
289,8.875316265807742,32238,91,15.0,80,0.0,1.3862943611198906,6.086277905789856,32238.0
290,8.723214708772323,45032,77,13.0,35,0.0,1.0986122886681098,3.60599169060446,45032.0
291,10.17278179834912,68189,82,10.0,17,1.0,0.6931471805599453,5.838083714205855,68189.0
292,9.835653316892788,0,76,2.0,66,0.0,0.6931471805599453,5.899349258200177,37536.28478460128
293,8.866396043074266,52707,90,33.0,66,1.0,1.791759469228055,6.068425588244111,52707.0
294,9.615861637174175,62473,76,6.0,70,1.0,0.6931471805599453,6.2296163668110776,62473.0
295,10.640362185004216,46587,119,34.0,74,2.0,0.6931471805599453,6.347739411025374,46587.0
296,7.812022506150544,0,74,,20,,0.0,6.580975011524753,37536.28478460128
297,8.473452293748341,23402,61,29.0,38,0.0,1.9459101490553132,5.679489782087156,23402.0
298,8.976936226342072,44698,211,0.0,88,4.0,0.0,6.9204740513899115,44698.0
299,7.957907943746362,27382,71,33.0,35,0.0,0.0,4.898618019447611,27382.0
300,7.908333122168299,41005,70,22.0,37,0.0,0.0,5.817111159963204,41005.0
301,8.650703609845802,23726,74,1.0,83,0.0,2.1972245773362196,5.872681011118015,23726.0
302,7.950540917677823,90893,70,8.0,82,0.0,0.0,4.258622459661668,90893.0
303,7.8380758046215275,0,68,24.0,73,0.0,0.0,5.788123623089952,37536.28478460128
304,8.634729296498888,31504,71,8.0,27,0.0,1.0986122886681098,5.83129579495516,31504.0
305,9.1117411406772,73876,112,19.0,71,0.0,2.0794415416798357,6.0385939067142145,73876.0
